flight_id,flight_number,origin,destination,tail_number,scheduled_departure,scheduled_arrival,actual_departure,actual_arrival,distance_km,status,delay_minutes,delay_reason
2939,BF3939,REC,CGB,PR-BFY04,2025-06-13T18:55,2025-06-13T21:06,2025-06-13T20:29,2025-06-13T22:42,1700,COMPLETED,94,atc
2940,BF3940,NAT,MAO,PR-BFY15,2026-04-17T09:52,2026-04-17T12:33,2026-04-17T09:52,2026-04-17T12:41,2000,COMPLETED,0,none
2941,BF3941,POA,MCZ,PR-BFY17,2026-02-22T00:04,2026-02-22T03:54,2026-02-22T00:04,2026-02-22T03:51,2800,COMPLETED,0,none
2942,BF3942,RBR,NVT,PR-BFY01,2025-12-12T15:29,2025-12-12T20:10,2025-12-12T15:29,2025-12-12T20:11,3500,COMPLETED,0,none
2943,BF3943,REC,FOR,PR-BFY17,2025-09-03T00:49,2025-09-03T01:50,2025-09-03T00:49,2025-09-03T01:57,600,COMPLETED,0,none
2944,BF3944,BEL,CGB,PR-BFY06,2025-08-17T04:51,2025-08-17T07:29,2025-08-17T04:51,2025-08-17T07:31,2000,COMPLETED,0,none
2945,BF3945,RBR,NVT,PR-BFY20,2025-06-23T16:00,2025-06-23T20:35,2025-06-23T16:00,2025-06-23T20:42,3500,COMPLETED,0,none
2946,BF3946,MAO,CGB,PR-BFY04,2025-09-29T16:37,2025-09-29T19:11,2025-09-29T16:37,2025-09-29T19:12,2000,COMPLETED,0,none
2947,BF3947,BVB,IGU,PR-BFY03,2025-10-19T03:39,2025-10-19T08:13,2025-10-19T05:37,2025-10-19T10:12,3500,COMPLETED,118,weather
2948,BF3948,POA,VCP,PR-BFY13,2025-08-05T18:35,2025-08-05T19:39,2025-08-05T18:35,2025-08-05T19:38,800,COMPLETED,0,none
2949,BF3949,MCP,POA,PR-BFY14,2026-02-03T11:56,2026-02-03T16:26,2026-02-03T14:50,2026-02-03T19:15,3500,COMPLETED,174,operational
2950,BF3950,PMW,SDU,PR-BFY04,2025-11-19T12:49,2025-11-19T16:13,2025-11-19T12:49,2025-11-19T16:23,2800,COMPLETED,0,none
2951,BF3951,IGU,MCZ,PR-BFY02,2025-06-20T15:25,2025-06-20T18:49,2025-06-20T15:25,2025-06-20T18:45,2800,COMPLETED,0,none
2952,BF3952,THE,BVB,PR-BFY02,2026-04-08T23:03,2026-04-09T01:33,2026-04-08T23:03,2026-04-09T01:42,2000,COMPLETED,0,none
2953,BF3953,AJU,PMW,PR-BFY09,2025-12-22T07:16,2025-12-22T10:01,2025-12-22T07:16,2025-12-22T10:06,2000,COMPLETED,0,none
2954,BF3954,VCP,AJU,PR-BFY18,2026-04-21T03:54,2026-04-21T06:12,2026-04-21T03:54,2026-04-21T06:09,1800,COMPLETED,0,none
2955,BF3955,FOR,MCZ,PR-BFY12,2025-06-29T23:24,2025-06-30T00:25,2025-06-29T23:24,2025-06-30T00:22,600,COMPLETED,0,none
2956,BF3956,NAT,VCP,PR-BFY12,2026-01-20T07:29,2026-01-20T09:49,2026-01-20T07:29,2026-01-20T09:53,1800,COMPLETED,0,none
2957,BF3957,REC,MCZ,PR-BFY18,2026-03-12T10:20,2026-03-12T11:00,2026-03-12T10:20,2026-03-12T11:03,600,COMPLETED,0,none
2958,BF3958,REC,IGU,PR-BFY16,2026-03-27T07:10,2026-03-27T10:36,2026-03-27T07:10,2026-03-27T10:31,2800,COMPLETED,0,none
2959,BF3959,FLN,VCP,PR-BFY04,2025-09-18T21:49,2025-09-18T22:46,2025-09-18T21:49,2025-09-18T22:46,800,COMPLETED,0,none
2960,BF3960,PMW,MCZ,PR-BFY05,2025-06-21T06:50,2025-06-21T09:30,2025-06-21T06:50,2025-06-21T09:28,2000,COMPLETED,0,none
2961,BF3961,PMW,NAT,PR-BFY01,2026-03-09T18:43,2026-03-09T21:30,2026-03-09T18:43,2026-03-09T21:29,2000,COMPLETED,0,none
2962,BF3962,MCZ,BVB,PR-BFY04,2026-05-22T16:21,2026-05-22T18:41,2026-05-22T16:21,2026-05-22T18:37,2000,COMPLETED,0,none
2963,BF3963,CGH,SSA,PR-BFY13,2025-09-05T02:05,2025-09-05T04:17,2025-09-05T02:05,2025-09-05T04:16,1800,COMPLETED,0,none
2964,BF3964,FOR,MCZ,PR-BFY20,2025-11-16T04:27,2025-11-16T05:09,2025-11-16T07:42,2025-11-16T08:32,600,COMPLETED,195,operational
2965,BF3965,RBR,IGU,PR-BFY11,2025-07-04T15:45,2025-07-04T20:04,2025-07-04T15:45,2025-07-04T20:14,3500,COMPLETED,0,none
2966,BF3966,IGU,FOR,PR-BFY07,2026-03-29T07:04,2026-03-29T10:51,2026-03-29T07:04,2026-03-29T10:53,2800,COMPLETED,0,none
2967,BF3967,CWB,FLN,PR-BFY06,2026-04-21T20:00,2026-04-21T20:27,2026-04-21T20:00,2026-04-21T20:25,500,COMPLETED,0,none
2968,BF3968,MCP,BEL,PR-BFY15,2025-11-06T18:10,2025-11-06T19:33,2025-11-06T19:52,2025-11-06T21:20,1200,COMPLETED,102,operational
2969,BF3969,AJU,PMW,PR-BFY17,2025-06-24T20:04,2025-06-24T22:35,2025-06-24T20:42,2025-06-24T23:15,2000,COMPLETED,38,mechanical
2970,BF3970,CGB,SLZ,PR-BFY04,2025-12-22T00:05,2025-12-22T02:10,2025-12-22T00:05,2025-12-22T02:11,1700,COMPLETED,109,weather
2971,BF3971,VCP,CWB,PR-BFY05,2025-07-17T12:34,2025-07-17T13:33,2025-07-17T12:34,2025-07-17T13:31,800,COMPLETED,0,none
2972,BF3972,PMW,GYN,PR-BFY04,2026-01-21T23:39,2026-01-22T02:26,2026-01-22T01:36,2026-01-22T04:32,2000,COMPLETED,117,weather
2973,BF3973,CWB,AJU,PR-BFY02,2026-03-14T13:40,2026-03-14T17:26,2026-03-14T13:40,2026-03-14T17:23,2800,COMPLETED,0,none
2974,BF3974,NAT,AJU,PR-BFY05,2026-04-15T21:02,2026-04-15T22:05,2026-04-15T21:02,2026-04-15T22:01,600,COMPLETED,0,none
2975,BF3975,GYN,AJU,PR-BFY17,2026-01-07T07:29,2026-01-07T09:51,2026-01-07T07:29,2026-01-07T09:59,1700,COMPLETED,0,none
2976,BF3976,CGR,CGB,PR-BFY14,2026-03-28T00:27,2026-03-28T01:24,2026-03-28T00:27,2026-03-28T01:26,700,COMPLETED,0,none
2977,BF3977,SLZ,RBR,PR-BFY05,2026-04-08T03:08,2026-04-08T05:58,2026-04-08T03:28,2026-04-08T06:19,2000,COMPLETED,20,operational
2978,BF3978,JPA,CWB,PR-BFY04,2026-05-16T08:30,2026-05-16T11:56,2026-05-16T08:30,2026-05-16T11:57,2800,COMPLETED,0,none
2979,BF3979,POA,JPA,PR-BFY15,2026-05-29T19:00,2026-05-29T22:31,2026-05-29T19:00,2026-05-29T22:30,2800,COMPLETED,0,none
2980,BF3980,GYN,GIG,PR-BFY05,2026-03-14T12:57,2026-03-14T14:24,2026-03-14T12:57,2026-03-14T14:20,900,COMPLETED,0,none
2981,BF3981,NAT,BVB,PR-BFY06,2025-08-04T14:38,2025-08-04T17:08,2025-08-04T14:38,2025-08-04T17:12,2000,COMPLETED,0,none
2982,BF3982,MCP,GYN,PR-BFY03,2025-11-13T00:48,2025-11-13T03:13,2025-11-13T00:48,2025-11-13T03:19,2000,COMPLETED,111,operational
2983,BF3983,FOR,POA,PR-BFY15,2025-12-03T04:01,2025-12-03T07:38,2025-12-03T04:01,2025-12-03T07:33,2800,COMPLETED,125,crew
2984,BF3984,PMW,BSB,PR-BFY13,2026-01-05T08:58,2026-01-05T11:27,2026-01-05T08:58,2026-01-05T11:30,2000,COMPLETED,0,none
2985,BF3985,CNF,MAO,PR-BFY03,2025-08-29T01:54,2025-08-29T05:25,2025-08-29T01:54,2025-08-29T05:29,2800,COMPLETED,0,none
2986,BF3986,PMW,MCZ,PR-BFY14,2026-05-21T15:55,2026-05-21T18:23,2026-05-21T15:55,2026-05-21T18:21,2000,COMPLETED,0,none
2987,BF3987,VCP,SSA,PR-BFY17,2025-06-03T03:20,2025-06-03T05:35,2025-06-03T03:20,2025-06-03T05:32,1800,COMPLETED,56,weather
2988,BF3988,AJU,GIG,PR-BFY04,2026-03-22T12:57,2026-03-22T15:20,2026-03-22T12:57,2026-03-22T15:24,1800,COMPLETED,0,none
2989,BF3989,GYN,MCP,PR-BFY19,2026-01-05T08:17,2026-01-05T11:03,2026-01-05T10:34,2026-01-05T13:16,2000,COMPLETED,137,operational
2990,BF3990,CGB,BVB,PR-BFY05,2025-10-27T02:35,2025-10-27T05:17,2025-10-27T02:35,2025-10-27T05:12,2000,COMPLETED,0,none
2991,BF3991,NAT,MCP,PR-BFY07,2025-08-31T07:05,2025-08-31T09:42,2025-08-31T07:05,2025-08-31T09:44,2000,COMPLETED,0,none
2992,BF3992,MAO,GRU,PR-BFY19,2025-09-19T08:44,2025-09-19T12:17,2025-09-19T08:44,2025-09-19T12:12,2800,COMPLETED,0,none
2993,BF3993,SLZ,MCZ,PR-BFY14,2026-03-07T23:06,2026-03-08T00:03,2026-03-07T23:06,2026-03-08T00:04,600,COMPLETED,0,none
2994,BF3994,FLN,SSA,PR-BFY14,2026-05-01T17:29,2026-05-01T20:52,2026-05-01T17:29,2026-05-01T21:00,2800,COMPLETED,0,none
2995,BF3995,NVT,VCP,PR-BFY09,2025-06-02T02:08,2025-06-02T03:02,2025-06-02T02:08,2025-06-02T03:04,800,COMPLETED,0,none
2996,BF3996,CNF,MCP,PR-BFY08,2025-06-24T08:29,2025-06-24T11:53,2025-06-24T08:29,2025-06-24T11:52,2800,COMPLETED,0,none
2997,BF3997,CGB,MCZ,PR-BFY14,2025-06-29T20:22,2025-06-29T22:21,2025-06-29T20:22,2025-06-29T22:30,1700,COMPLETED,0,none
2998,BF3998,FOR,GYN,PR-BFY16,2026-04-03T13:05,2026-04-03T15:17,2026-04-03T13:05,2026-04-03T15:15,1700,COMPLETED,0,none
2999,BF3999,BVB,IGU,PR-BFY04,2025-07-23T13:12,2025-07-23T17:34,2025-07-23T14:44,2025-07-23T19:13,3500,COMPLETED,92,mechanical
3000,BF4000,CGB,CWB,PR-BFY03,2025-06-20T14:08,2025-06-20T15:54,2025-06-20T14:08,2025-06-20T16:00,1300,COMPLETED,77,atc
3001,BF4001,IGU,CGR,PR-BFY13,2026-03-15T23:02,2026-03-16T00:58,2026-03-15T23:02,2026-03-16T00:57,1300,COMPLETED,0,none
3002,BF4002,MCP,CGH,PR-BFY13,2025-08-20T03:09,2025-08-20T06:46,2025-08-20T03:09,2025-08-20T06:45,2800,COMPLETED,0,none
3003,BF4003,BSB,VCP,PR-BFY12,2026-02-15T17:51,2026-02-15T19:11,2026-02-15T17:51,2026-02-15T19:16,900,COMPLETED,0,none
3004,BF4004,NAT,BEL,PR-BFY10,2025-09-24T00:23,2025-09-24T03:03,2025-09-24T03:33,2025-09-24T06:16,2000,COMPLETED,190,atc
3005,BF4005,JPA,CGH,PR-BFY01,2025-06-20T04:04,2025-06-20T06:15,2025-06-20T04:04,2025-06-20T06:20,1800,COMPLETED,0,none
3006,BF4006,CNF,MAO,PR-BFY09,2026-01-30T14:12,2026-01-30T17:42,2026-01-30T14:12,2026-01-30T17:45,2800,COMPLETED,199,weather
3007,BF4007,RBR,FOR,PR-BFY19,2026-03-18T18:48,2026-03-18T21:23,2026-03-18T18:48,2026-03-18T21:25,2000,COMPLETED,151,mechanical
3008,BF4008,GRU,CWB,PR-BFY09,2026-05-08T09:15,2026-05-08T10:29,2026-05-08T10:29,2026-05-08T11:49,800,COMPLETED,74,crew
3009,BF4009,FLN,MAO,PR-BFY05,2025-07-31T22:37,2025-08-01T03:00,2025-07-31T22:37,2025-08-01T03:01,3500,COMPLETED,0,none
3010,BF4010,POA,VCP,PR-BFY19,2025-08-23T08:16,2025-08-23T09:14,2025-08-23T08:16,2025-08-23T09:23,800,COMPLETED,0,none
3011,BF4011,MCP,CWB,PR-BFY10,2025-11-03T13:54,2025-11-03T18:08,2025-11-03T17:05,2025-11-03T21:14,3500,COMPLETED,191,mechanical
3012,BF4012,GYN,SSA,PR-BFY02,2026-05-27T20:18,2026-05-27T22:35,2026-05-27T20:18,2026-05-27T22:36,1700,COMPLETED,0,none
3013,BF4013,THE,REC,PR-BFY08,2026-02-28T07:42,2026-02-28T08:33,2026-02-28T07:42,2026-02-28T08:43,600,COMPLETED,40,weather
3014,BF4014,VCP,CWB,PR-BFY08,2025-10-29T02:23,2025-10-29T03:31,2025-10-29T02:23,2025-10-29T03:34,800,COMPLETED,38,weather
3015,BF4015,NVT,REC,PR-BFY16,2026-03-28T09:52,2026-03-28T13:17,2026-03-28T09:52,2026-03-28T13:12,2800,COMPLETED,0,none
3016,BF4016,BEL,FOR,PR-BFY17,2025-07-27T12:26,2025-07-27T15:03,2025-07-27T12:26,2025-07-27T15:10,2000,COMPLETED,0,none
3017,BF4017,CWB,IGU,PR-BFY14,2026-01-06T07:43,2026-01-06T08:14,2026-01-06T07:43,2026-01-06T08:10,500,COMPLETED,0,none
3018,BF4018,MCZ,FOR,PR-BFY08,2025-06-02T16:11,2025-06-02T16:50,2025-06-02T16:11,2025-06-02T16:51,600,COMPLETED,0,none
3019,BF4019,PMW,BEL,PR-BFY01,2025-07-23T12:04,2025-07-23T13:35,2025-07-23T12:04,2025-07-23T13:36,1200,COMPLETED,0,none
3020,BF4020,FLN,CGH,PR-BFY11,2025-07-09T10:38,2025-07-09T11:33,2025-07-09T10:38,2025-07-09T11:41,800,COMPLETED,62,atc
3021,BF4021,MCZ,SLZ,PR-BFY06,2026-01-31T00:56,2026-01-31T02:00,2026-01-31T00:56,2026-01-31T01:59,600,COMPLETED,0,none
3022,BF4022,CGR,MAO,PR-BFY16,2025-08-09T14:19,2025-08-09T16:42,2025-08-09T15:13,2025-08-09T17:44,2000,COMPLETED,54,operational
3023,BF4023,CGH,SDU,PR-BFY13,2026-01-16T09:40,2026-01-16T10:02,,,400,CANCELLED,204,crew
3024,BF4024,NVT,PMW,PR-BFY05,2025-11-29T22:25,2025-11-30T02:43,2025-11-29T22:25,2025-11-30T02:42,3500,COMPLETED,0,none
3025,BF4025,BVB,SDU,PR-BFY06,2025-12-20T08:13,2025-12-20T11:34,2025-12-20T09:49,2025-12-20T13:09,2800,COMPLETED,96,weather
3026,BF4026,AJU,CNF,PR-BFY20,2025-07-05T08:43,2025-07-05T10:59,2025-07-05T08:43,2025-07-05T10:57,1800,COMPLETED,0,none
3027,BF4027,MAO,CGH,PR-BFY07,2025-07-25T23:54,2025-07-26T03:17,2025-07-25T23:54,2025-07-26T03:21,2800,COMPLETED,0,none
3028,BF4028,GYN,JPA,PR-BFY04,2025-08-13T13:36,2025-08-13T15:39,2025-08-13T14:35,2025-08-13T16:45,1700,COMPLETED,59,atc
3029,BF4029,BEL,BSB,PR-BFY10,2025-09-24T06:54,2025-09-24T09:21,2025-09-24T06:54,2025-09-24T09:29,2000,COMPLETED,0,none
3030,BF4030,CWB,SDU,PR-BFY20,2025-11-05T16:58,2025-11-05T17:57,2025-11-05T18:55,2025-11-05T19:58,800,COMPLETED,117,atc
3031,BF4031,IGU,NVT,PR-BFY09,2025-06-04T14:58,2025-06-04T15:30,2025-06-04T17:24,2025-06-04T17:57,500,COMPLETED,146,crew
3032,BF4032,CNF,MAO,PR-BFY14,2025-07-10T16:36,2025-07-10T20:19,2025-07-10T16:36,2025-07-10T20:21,2800,COMPLETED,0,none
3033,BF4033,MAO,IGU,PR-BFY19,2026-05-11T19:56,2026-05-12T00:28,2026-05-11T19:56,2026-05-12T00:31,3500,COMPLETED,0,none
3034,BF4034,FOR,AJU,PR-BFY13,2026-02-18T12:35,2026-02-18T13:15,2026-02-18T12:35,2026-02-18T13:21,600,COMPLETED,0,none
3035,BF4035,MCP,MAO,PR-BFY12,2025-08-07T01:49,2025-08-07T03:19,2025-08-07T01:49,2025-08-07T03:26,1200,COMPLETED,0,none
3036,BF4036,MCP,CWB,PR-BFY12,2025-07-19T07:18,2025-07-19T11:38,2025-07-19T07:18,2025-07-19T11:38,3500,COMPLETED,0,none
3037,BF4037,BEL,GYN,PR-BFY09,2025-07-15T02:41,2025-07-15T05:20,2025-07-15T02:41,2025-07-15T05:18,2000,COMPLETED,0,none
3038,BF4038,SSA,MCP,PR-BFY15,2026-02-25T01:01,2026-02-25T03:28,2026-02-25T04:53,2026-02-25T07:26,2000,COMPLETED,232,crew
3039,BF4039,MAO,CGB,PR-BFY07,2026-03-14T18:16,2026-03-14T20:49,2026-03-14T18:16,2026-03-14T20:54,2000,COMPLETED,0,none
3040,BF4040,FOR,JPA,PR-BFY08,2026-03-24T21:27,2026-03-24T22:06,2026-03-24T21:27,2026-03-24T22:11,600,COMPLETED,0,none
3041,BF4041,SDU,CWB,PR-BFY16,2025-10-26T11:46,2025-10-26T13:04,2025-10-26T11:46,2025-10-26T13:11,800,COMPLETED,0,none
3042,BF4042,PMW,NAT,PR-BFY14,2025-09-18T18:16,2025-09-18T20:45,2025-09-18T20:32,2025-09-18T23:10,2000,COMPLETED,136,mechanical
3043,BF4043,BSB,MAO,PR-BFY14,2025-11-11T13:15,2025-11-11T15:45,2025-11-11T16:18,2025-11-11T18:53,2000,COMPLETED,183,operational
3044,BF4044,GYN,THE,PR-BFY10,2025-06-20T00:43,2025-06-20T02:53,2025-06-20T00:43,2025-06-20T02:52,1700,COMPLETED,0,none
3045,BF4045,NAT,SSA,PR-BFY14,2025-11-20T02:45,2025-11-20T03:39,2025-11-20T02:45,2025-11-20T03:36,600,COMPLETED,0,none
3046,BF4046,GIG,FLN,PR-BFY17,2025-11-11T13:13,2025-11-11T14:24,2025-11-11T13:13,2025-11-11T14:31,800,COMPLETED,0,none
3047,BF4047,MCZ,BSB,PR-BFY16,2026-05-03T08:22,2026-05-03T10:21,2026-05-03T08:42,2026-05-03T10:42,1700,COMPLETED,20,weather
3048,BF4048,SDU,NVT,PR-BFY04,2025-07-13T21:53,2025-07-13T22:58,2025-07-13T21:53,2025-07-13T22:53,800,COMPLETED,0,none
3049,BF4049,CGB,NAT,PR-BFY18,2026-04-05T11:09,2026-04-05T13:32,2026-04-05T11:09,2026-04-05T13:27,1700,COMPLETED,0,none
3050,BF4050,RBR,SDU,PR-BFY10,2026-03-09T12:16,2026-03-09T15:59,2026-03-09T13:24,2026-03-09T17:05,2800,COMPLETED,68,operational
3051,BF4051,FLN,MCP,PR-BFY13,2025-10-22T01:22,2025-10-22T05:52,2025-10-22T01:22,2025-10-22T06:01,3500,COMPLETED,0,none
3052,BF4052,CNF,POA,PR-BFY13,2025-12-20T09:53,2025-12-20T11:09,2025-12-20T09:53,2025-12-20T11:09,800,COMPLETED,163,mechanical
3053,BF4053,MCP,THE,PR-BFY20,2026-01-02T22:22,2026-01-03T00:53,2026-01-02T22:22,2026-01-03T00:54,2000,COMPLETED,0,none
3054,BF4054,GIG,SSA,PR-BFY01,2025-09-09T23:51,2025-09-10T02:19,2025-09-09T23:51,2025-09-10T02:23,1800,COMPLETED,0,none
3055,BF4055,BSB,NVT,PR-BFY06,2025-12-08T23:24,2025-12-09T01:07,2025-12-08T23:24,2025-12-09T01:05,1300,COMPLETED,0,none
3056,BF4056,MCZ,NVT,PR-BFY15,2026-03-07T02:05,2026-03-07T05:47,2026-03-07T04:17,2026-03-07T08:07,2800,COMPLETED,132,operational
3057,BF4057,AJU,GRU,PR-BFY08,2026-03-27T18:52,2026-03-27T21:18,2026-03-27T18:52,2026-03-27T21:23,1800,COMPLETED,0,none
3058,BF4058,JPA,GIG,PR-BFY19,2025-06-24T22:17,2025-06-25T00:25,2025-06-24T22:17,2025-06-25T00:31,1800,COMPLETED,0,none
3059,BF4059,GRU,SDU,PR-BFY19,2026-03-20T06:08,2026-03-20T06:52,2026-03-20T06:08,2026-03-20T06:55,400,COMPLETED,0,none
3060,BF4060,CGH,BEL,PR-BFY16,2025-07-30T04:53,2025-07-30T08:19,2025-07-30T04:53,2025-07-30T08:20,2800,COMPLETED,84,atc
3061,BF4061,PMW,AJU,PR-BFY18,2026-04-02T07:08,2026-04-02T09:54,2026-04-02T07:08,2026-04-02T09:57,2000,COMPLETED,0,none
3062,BF4062,BEL,GIG,PR-BFY03,2025-12-22T22:38,2025-12-23T01:59,2025-12-22T22:38,2025-12-23T02:02,2800,COMPLETED,0,none
3063,BF4063,SLZ,CGH,PR-BFY03,2025-07-22T19:35,2025-07-22T22:07,2025-07-22T19:35,2025-07-22T22:03,1800,COMPLETED,0,none
3064,BF4064,CGB,NAT,PR-BFY01,2025-08-06T08:48,2025-08-06T10:48,2025-08-06T08:48,2025-08-06T10:45,1700,COMPLETED,0,none
3065,BF4065,CGH,RBR,PR-BFY05,2026-01-13T20:44,2026-01-14T00:24,2026-01-13T20:44,2026-01-14T00:20,2800,COMPLETED,0,none
3066,BF4066,REC,NAT,PR-BFY03,2026-03-31T19:36,2026-03-31T20:38,2026-03-31T19:36,2026-03-31T20:34,600,COMPLETED,0,none
3067,BF4067,RBR,JPA,PR-BFY09,2025-06-29T19:16,2025-06-29T21:43,2025-06-29T19:16,2025-06-29T21:44,2000,COMPLETED,46,operational
3068,BF4068,REC,PMW,PR-BFY07,2026-01-26T15:54,2026-01-26T18:23,2026-01-26T15:54,2026-01-26T18:19,2000,COMPLETED,0,none
3069,BF4069,CWB,BSB,PR-BFY16,2025-07-25T09:15,2025-07-25T10:55,2025-07-25T11:32,2025-07-25T13:10,1300,COMPLETED,137,weather
3070,BF4070,MCP,NAT,PR-BFY11,2025-08-12T14:11,2025-08-12T16:37,2025-08-12T14:11,2025-08-12T16:34,2000,COMPLETED,0,none
3071,BF4071,BEL,SSA,PR-BFY04,2025-08-12T00:05,2025-08-12T02:52,2025-08-12T00:05,2025-08-12T03:02,2000,COMPLETED,0,none
3072,BF4072,BSB,PMW,PR-BFY01,2025-09-07T11:20,2025-09-07T14:05,2025-09-07T11:20,2025-09-07T14:09,2000,COMPLETED,0,none
3073,BF4073,SDU,CWB,PR-BFY10,2026-05-04T19:46,2026-05-04T20:57,2026-05-04T19:46,2026-05-04T20:54,800,COMPLETED,0,none
3074,BF4074,VCP,SDU,PR-BFY11,2025-09-05T11:57,2025-09-05T12:43,2025-09-05T11:57,2025-09-05T12:47,400,COMPLETED,0,none
3075,BF4075,SDU,REC,PR-BFY16,2025-07-25T16:10,2025-07-25T18:39,2025-07-25T16:10,2025-07-25T18:47,1800,COMPLETED,0,none
3076,BF4076,BVB,REC,PR-BFY20,2026-02-24T08:02,2026-02-24T10:37,2026-02-24T08:02,2026-02-24T10:38,2000,COMPLETED,0,none
3077,BF4077,VCP,CGB,PR-BFY13,2025-07-29T00:42,2025-07-29T01:40,2025-07-29T00:42,2025-07-29T01:38,900,COMPLETED,0,none
3078,BF4078,GIG,MCP,PR-BFY02,2025-12-26T10:53,2025-12-26T14:18,2025-12-26T11:46,2025-12-26T15:15,2800,COMPLETED,53,crew
3079,BF4079,VCP,SLZ,PR-BFY14,2025-11-20T22:03,2025-11-21T00:10,2025-11-20T22:03,2025-11-21T00:06,1800,COMPLETED,0,none
3080,BF4080,JPA,THE,PR-BFY18,2026-04-12T13:12,2026-04-12T14:17,2026-04-12T13:12,2026-04-12T14:25,600,COMPLETED,0,none
3081,BF4081,CGB,BVB,PR-BFY10,2026-02-06T18:43,2026-02-06T21:13,2026-02-06T20:20,2026-02-06T23:00,2000,COMPLETED,97,atc
3082,BF4082,RBR,VCP,PR-BFY15,2025-06-02T11:14,2025-06-02T14:38,2025-06-02T11:14,2025-06-02T14:35,2800,COMPLETED,0,none
3083,BF4083,NAT,FOR,PR-BFY13,2025-12-18T22:00,2025-12-18T22:51,2025-12-18T22:00,2025-12-18T22:59,600,COMPLETED,0,none
3084,BF4084,JPA,CGR,PR-BFY14,2025-11-08T20:36,2025-11-08T22:34,2025-11-08T21:18,2025-11-08T23:21,1700,COMPLETED,42,weather
3085,BF4085,IGU,POA,PR-BFY05,2026-03-20T15:32,2026-03-20T16:05,2026-03-20T15:32,2026-03-20T16:09,500,COMPLETED,0,none
3086,BF4086,BVB,CNF,PR-BFY13,2026-04-23T09:49,2026-04-23T13:29,2026-04-23T09:49,2026-04-23T13:36,2800,COMPLETED,0,none
3087,BF4087,SDU,BEL,PR-BFY16,2026-02-19T07:51,2026-02-19T11:23,2026-02-19T07:51,2026-02-19T11:18,2800,COMPLETED,0,none
3088,BF4088,GRU,THE,PR-BFY01,2025-07-02T04:34,2025-07-02T06:41,2025-07-02T04:34,2025-07-02T06:39,1800,COMPLETED,182,operational
3089,BF4089,MCP,FLN,PR-BFY04,2026-04-03T13:08,2026-04-03T17:47,2026-04-03T13:08,2026-04-03T17:56,3500,COMPLETED,25,atc
3090,BF4090,RBR,GRU,PR-BFY18,2025-06-03T11:57,2025-06-03T15:47,2025-06-03T11:57,2025-06-03T15:55,2800,COMPLETED,0,none
3091,BF4091,JPA,CGH,PR-BFY01,2025-12-16T00:33,2025-12-16T03:03,2025-12-16T00:33,2025-12-16T03:02,1800,COMPLETED,0,none
3092,BF4092,SSA,NVT,PR-BFY06,2025-10-01T16:45,2025-10-01T20:11,2025-10-01T16:45,2025-10-01T20:17,2800,COMPLETED,0,none
3093,BF4093,SDU,CGB,PR-BFY01,2025-09-13T00:03,2025-09-13T01:17,2025-09-13T01:02,2025-09-13T02:20,900,COMPLETED,59,mechanical
3094,BF4094,FOR,CGB,PR-BFY20,2026-05-10T00:03,2026-05-10T02:10,2026-05-10T00:03,2026-05-10T02:16,1700,COMPLETED,0,none
3095,BF4095,NAT,MCZ,PR-BFY15,2026-01-03T09:15,2026-01-03T09:51,2026-01-03T09:53,2026-01-03T10:32,600,COMPLETED,38,weather
3096,BF4096,JPA,MCP,PR-BFY08,2025-08-24T08:08,2025-08-24T10:35,2025-08-24T08:08,2025-08-24T10:33,2000,COMPLETED,0,none
3097,BF4097,POA,THE,PR-BFY11,2025-06-22T15:04,2025-06-22T18:50,2025-06-22T15:04,2025-06-22T18:51,2800,COMPLETED,0,none
3098,BF4098,MAO,IGU,PR-BFY01,2025-09-15T00:52,2025-09-15T05:09,2025-09-15T00:52,2025-09-15T05:08,3500,COMPLETED,0,none
3099,BF4099,BEL,NVT,PR-BFY16,2025-12-28T15:19,2025-12-28T19:34,2025-12-28T15:19,2025-12-28T19:40,3500,COMPLETED,0,none
3100,BF4100,FOR,CGH,PR-BFY03,2026-05-05T03:18,2026-05-05T05:39,2026-05-05T03:18,2026-05-05T05:34,1800,COMPLETED,47,crew
3101,BF4101,GRU,PMW,PR-BFY08,2026-01-05T12:39,2026-01-05T16:02,2026-01-05T12:39,2026-01-05T16:07,2800,COMPLETED,0,none
3102,BF4102,CGR,VCP,PR-BFY09,2026-01-29T10:08,2026-01-29T11:32,2026-01-29T10:08,2026-01-29T11:30,900,COMPLETED,0,none
3103,BF4103,CGR,REC,PR-BFY18,2026-03-26T13:06,2026-03-26T15:28,2026-03-26T13:06,2026-03-26T15:27,1700,COMPLETED,0,none
3104,BF4104,CGH,BSB,PR-BFY01,2025-08-01T21:31,2025-08-01T22:48,2025-08-01T21:31,2025-08-01T22:50,900,COMPLETED,0,none
3105,BF4105,FLN,GYN,PR-BFY08,2026-02-06T18:00,2026-02-06T19:42,2026-02-06T18:00,2026-02-06T19:37,1300,COMPLETED,0,none
3106,BF4106,IGU,NAT,PR-BFY09,2025-08-24T00:54,2025-08-24T04:35,2025-08-24T00:54,2025-08-24T04:44,2800,COMPLETED,71,mechanical
3107,BF4107,PMW,RBR,PR-BFY11,2025-11-22T10:27,2025-11-22T12:13,2025-11-22T10:27,2025-11-22T12:08,1200,COMPLETED,0,none
